MAG	CUBHE	ConsistencyHE	CPB	FilteredSequences	d	LowerCI	UpperCI
SRR6744389_metabat_2	0.9757666	0.4318322	-0.470488	39	0.1224703	0.08576503	0.1782222
SRR6744394_metabat_1	0.674431	0.5283857	-0.3980832	79	3.237818	2.767177	3.802047
SRR6744394_metabat_2	0.6089429	0.5000473	-0.383744	60	4.059027	3.426294	4.828657
SRR6744394_metabat_3	0.6428951	0.5032156	-0.3695024	13	3.073187	2.643337	3.584678
SRR6744394_metabat_4	0.7536728	0.2202569	-0.3862273	101	0.0733926	0.03760001	0.1536336
SRR6744394_metabat_5	
SRR6744397_metabat_1	1.108036	0.4782779	-0.3984768	24	0.08484178	0.05951248	0.1232377
SRR6744397_metabat_2	1.040241	0.4029575	-0.378132	11	0.06683114	0.04432655	0.1033449
SRR6744397_metabat_3	0.893732	0.4276337	-0.393494	21	0.1945573	0.1386893	0.2776157
SRR6744397_metabat_4	0.6087982	0.4541846	-0.3930232	56	2.171479	1.697985	2.801736
SRR6744398_metabat_01	0.9506227	0.2783774	-0.3966693	35	0.04083539	0.02321082	0.07545687
SRR6744398_metabat_02	0.6584491	0.5076969	-0.4011999	19	2.828784	2.447888	3.278835
SRR6744398_metabat_03	1.066263	0.4949352	-0.4220549	26	0.1243353	0.08969995	0.1750906
SRR6744398_metabat_04	0.6732714	0.2576272	-0.4660177	38	0.1611907	0.08529251	0.3244397
SRR6744398_metabat_05	0.6582388	0.5089073	-0.4032181	9	2.881308	2.493434	3.339584
SRR6744398_metabat_06	0.6083113	0.473769	-0.3968	25	2.831592	2.311512	3.48955
SRR6744398_metabat_07	0.6932428	0.5209358	-0.3987317	52	2.461049	2.13087	2.850918
SRR6744398_metabat_08	0.9101886	0.5390048	-0.3899652	19	0.5285416	0.4162676	0.6767224
SRR6744398_metabat_09	0.7068816	0.413518	-0.3970019	29	0.6042945	0.4326487	0.858144
SRR6744398_metabat_10	0.4813851	0.2749393	-0.3254288	232	0.7079605	0.3534926	1.529401
SRR6744398_metabat_11	0.9124817	0.4970893	-0.4132508	9	0.3366868	0.2618946	0.4368625
SRR6744398_metabat_12	0.627712	0.5198852	-0.3315163	86	4.496439	3.803898	5.336645
SRR6744398_metabat_13	0.598121	0.3527629	-0.409911	61	0.6974523	0.4283849	1.177261
SRR6744398_metabat_14	0.4762332	0.2751166	-0.427663	93	0.7376667	0.3672027	1.599573
SRR6744398_metabat_15	0.5497133	0.2374229	-0.4059919	359	0.2938987	0.1435136	0.6526114
SRR6744398_metabat_16	0.5061154	0.334098	-0.4028903	72	1.155382	0.6540268	2.145341
SRR6744398_metabat_17	0.7032565	0.5471447	-0.4649215	52	3.202675	2.643174	3.901461
SRR6744398_metabat_18	0.5962217	0.4842964	-0.4059786	55	3.668771	3.029799	4.46621
SRR6744398_metabat_19	0.67348	0.4590392	-0.4091854	14	1.326685	1.059162	1.674137
SRR6744400_metabat_1	0.5718996	0.4599188	-0.3996254	38	3.285945	2.56071	4.255194
SRR6744400_metabat_2	0.9316213	0.5311548	-0.3997063	22	0.4175118	0.3258645	0.5397716
SRR6744400_metabat_3	0.8686753	0.03333333	-0.3832754	13	0.01126057	0.004864	0.02919501
SRR6744400_metabat_4	0.6228509	0.5003078	-0.4135071	49	3.56468	3.034643	4.203027
SRR6744400_metabat_5	0.9591679	0.4578347	-0.396682	12	0.1707355	0.1244283	0.2377746
SRR6744400_metabat_6	0.4889679	0.4009907	-0.3195804	186	3.166001	2.045966	5.04203
SRR6744400_metabat_7	0.4914236	0.3151736	-0.4035551	84	1.03875	0.5614447	2.037972
SRR6744400_metabat_8	0.6163306	0.521209	-0.3675563	59	5.132658	4.295751	6.160864
SRR6744402_metabat_01	0.9605527	0.5264579	-0.3938125	26	0.3259546	0.2505755	0.4283395
SRR6744402_metabat_02	1.022562	0.4608792	-0.3923561	5	0.1196413	0.08539406	0.1704787
SRR6744402_metabat_03	0.4879107	0.2696209	-0.398529	76	0.6355161	0.3157735	1.381184
SRR6744402_metabat_04	0.5252052	0.4637405	-0.3971457	43	5.473172	4.145302	7.309019
SRR6744402_metabat_05	0.6325112	0.5949956	-0.393068	49	13.87942	8.922335	22.23607
SRR6744402_metabat_06	1.131401	0.4359438	-0.418301	8	0.05326557	0.03576452	0.08124007
SRR6744402_metabat_07	0.6608607	0.5154571	-0.3992188	10	3.075641	2.658324	3.569413
SRR6744402_metabat_08	0.6916204	0.2095961	-0.3756031	183	0.09511633	0.04720673	0.2070125
SRR6744402_metabat_09	0.9545787	0.5413568	-0.4136878	29	0.3950168	0.3038785	0.5187045
SRR6744402_metabat_10	0.5059012	0.3831637	-0.4123751	75	2.136546	1.342792	3.512369
SRR6744402_metabat_11	
SRR6744402_metabat_12	1.057121	0.03333333	-0.4462291	16	0.00530419	0.002388525	0.01303861
SRR6744402_metabat_13	0.8348051	0.4522922	-0.3954145	30	0.3645961	0.276125	0.4869197
SRR6744402_metabat_14	0.7211705	0.5719335	-0.4067123	54	3.822386	2.928114	5.042141
SRR6744409_metabat_01	0.5433885	0.288193	-0.3225118	241	0.51699	0.2737076	1.039905
SRR6744409_metabat_02	0.5617173	0.3365068	-0.407278	120	0.7666189	0.448818	1.368183
SRR6744409_metabat_03	0.7515527	0.5234101	-0.3978088	12	1.52727	1.307492	1.790229
SRR6744409_metabat_04	0.7052448	0.1548131	-0.3954269	60	0.05662652	0.02633593	0.1336298
SRR6744409_metabat_05	0.71458	0.5395113	-0.4054137	13	2.599886	2.190882	3.098371
SRR6744409_metabat_06	1.057296	0.3388278	-0.3943345	11	0.03739076	0.02285179	0.06347762
SRR6744409_metabat_07	0.765943	0.492734	-0.415054	48	0.9392424	0.7842268	1.130223
SRR6744409_metabat_08	0.5550355	0.4469745	-0.4313979	310	3.218029	2.413984	4.342478
SRR6744409_metabat_09	0.4745068	0.3004839	-0.4003669	67	1.000197	0.5201607	2.055826
SRR6744409_metabat_10	0.557909	0.4595127	-0.3782445	104	3.731303	2.879938	4.882189
SRR6744410_metabat_1	0.9672533	0.3121516	-0.3960165	50	0.04839245	0.02874869	0.08490344
SRR6744410_metabat_2	0.4832555	0.3483533	-0.3922061	70	1.664874	0.9562437	3.038759
SRR6744410_metabat_3	
SRR6744410_metabat_4	0.5833883	0.4780081	-0.36543	214	3.796042	3.081268	4.706378
SRR6744412_metabat_1	0.6302665	0.296318	-0.4285176	87	0.3065675	0.170646	0.5807036
SRR6744412_metabat_2	0.4735269	0.2757166	-0.3226397	266	0.7581575	0.3771148	1.645552
SRR6744412_metabat_3	0.7772113	0.324316	-0.3836867	44	0.1557536	0.0937963	0.2689771
SRR6744412_metabat_4	0.6311348	0.5007148	-0.415805	80	3.3146	2.833942	3.890567
SRR6744413_metabat_1	1.179816	0.4473596	-0.4663194	39	0.04521211	0.03022527	0.06929517
SRR6744413_metabat_2	0.8088284	0.4406697	-0.4505431	12	0.3875995	0.2895815	0.5253406
SRR6744413_metabat_3	0.7586767	0.4780159	-0.3800288	100	0.8390078	0.6855804	1.032886
SRR6744416_metabat_1	0.728284	0.4257812	-0.3718079	48	0.5896512	0.4335464	0.8132582
SRR6744416_metabat_2	0.5667347	0.3384444	-0.3915525	104	0.7540578	0.44418	1.336147
SRR6744416_metabat_3	0.4329674	0.2305732	-0.3349382	232	0.6231625	0.2802053	1.534694
SRR6744418_metabat_1	0.5417259	0.234346	-0.3806794	179	0.3007683	0.145585	0.6751756
SRR6744419_metabat_1	0.5715475	0.46196	-0.3971253	33	3.391761	2.653816	4.373307
SRR6744419_metabat_2	0.6278687	0.502825	-0.4188915	47	3.520694	3.007883	4.13573
SRR6744419_metabat_3	0.8599465	0.5105692	-0.4178866	39	0.5615803	0.4541038	0.6990788
SRR6744419_metabat_4	0.769773	0.5187235	-0.3971079	44	1.239219	1.054344	1.462024
SRR6744419_metabat_5	0.6424881	0.5041644	-0.3967569	62	3.125403	2.68876	3.644862
SRR6744419_metabat_6	0.7457564	0.4909361	-0.396049	43	1.07989	0.9069019	1.29157
SRR6744419_metabat_7	0.5021341	0.08252427	-0.3583488	22	0.09626613	0.03766515	0.284108
SRR6744425_metabat_1	0.6536173	0.2568948	-0.3987047	90	0.1808357	0.09499225	0.3672047
SRR6744426_metabat_1	0.4058843	0.2599148	-0.2878319	400	1.073046	0.4941571	2.563882
SRR6744426_metabat_2	0.557202	0.4578956	-0.4049828	23	3.671899	2.823504	4.823882
SRR6744426_metabat_3	0.617012	0.3446719	-0.4038334	68	0.5546456	0.3370516	0.9478381
SRR6744426_metabat_4	0.7434309	0.4321999	-0.372051	40	0.5655145	0.421023	0.769417
SRR6744426_metabat_5	0.9919622	0.1760747	-0.4039209	86	0.01642443	0.008327596	0.03482026
SRR6744426_metabat_6	0.6236337	0.5154952	-0.3925623	23	4.391944	3.724991	5.198695
SRR6744426_metabat_7	0.6019241	0.3731858	-0.3807565	11	0.8532653	0.5484858	1.3671
SRR6744428_metabat_1	0.7789163	0.2981691	-0.3996878	85	0.1222904	0.07056264	0.2220032
SRR6744428_metabat_2	0.4645898	0.3788215	-0.3944805	58	2.930322	1.770039	5.042683
SRR6744428_metabat_3	0.9213842	0.5398779	-0.3930954	27	0.4920151	0.3851361	0.6341018
SRR6744428_metabat_4	0.8185422	0.3700747	-0.4104662	37	0.1830751	0.1195267	0.2881894
SRR6744428_metabat_5	0.4496157	0.2644803	-0.3994331	77	0.8021078	0.3850712	1.81914
SRR6744428_metabat_6	0.4847891	0.2250651	-0.4619768	51	0.404469	0.1868905	0.9623405
SRR6744428_metabat_7	0.7292958	0.3725833	-0.3510236	29	0.3357467	0.2203023	0.5255367
SRR6744433_metabat_1	0.5282824	0.3412291	-0.4075955	83	1.051815	0.6117439	1.89172
SRR6744433_metabat_2	0.9951575	0.5315568	-0.4294557	32	0.2718752	0.20535	0.3641512
SRR6744433_metabat_3	0.9039939	0.2712762	-0.404905	30	0.04914736	0.02760764	0.09209322
SRR6744433_metabat_4	
SRR6744435_metabat_1	0.5733275	0.4629094	-0.3976035	16	3.379606	2.652236	4.343658
SRR6744435_metabat_2	0.9327552	0.5366241	-0.4255446	34	0.4384212	0.341596	0.5678524
SRR6744435_metabat_3	0.6017705	0.2502533	-0.4209527	88	0.2362956	0.1205263	0.4973035
SRR6744435_metabat_4	1.033037	0.4765056	-0.4020823	4	0.1288809	0.09300976	0.1814262
SRR6744435_metabat_5	0.4954131	0.2175869	-0.4042069	100	0.3481838	0.1601613	0.8331368
SRR6744435_metabat_6	
SRR6744437_metabat_1	0.475174	0.345387	-0.3989984	97	1.718578	0.9755771	3.180493
SRR6744437_metabat_2	0.7484168	0.3664669	-0.3806074	32	0.2778812	0.180299	0.4405246
SRR6744438_metabat_1	0.6235697	0.4758758	-0.398379	37	2.533983	2.088662	3.090992
SRR6744438_metabat_2	0.6609168	0.5281235	-0.3877288	22	3.666403	3.118773	4.326549
SRR6744438_metabat_3	0.8128152	0.2892157	-0.3912327	30	0.09308777	0.05319178	0.1709392
SRR6744440_metabat_1	0.958153	0.5939504	-0.4285622	35	0.6748169	0.4860792	0.9519145
SRR6744447_metabat_1	0.5457611	0.197682	-0.3812813	190	0.2058163	0.09465473	0.4926025
SRR6744452_metabat_1	0.6258395	0.4599132	-0.3903647	65	2.012904	1.602913	2.546996
SRR6744457_metabat_01	
SRR6744457_metabat_02	0.6556126	0.4942984	-0.4612062	34	2.424708	2.076652	2.840946
SRR6744457_metabat_03	0.6904972	0.3419902	-0.4563825	25	0.3216522	0.1978155	0.5421326
SRR6744457_metabat_04	0.5598883	0.2594773	-0.3591095	75	0.341805	0.1737065	0.7225807
SRR6744457_metabat_05	0.4028682	0.07212975	-0.2478324	74	0.1581249	0.05739298	0.5163537
SRR6744457_metabat_06	0.5668127	0.179879	-0.4220877	70	0.1533123	0.06956761	0.3732281
SRR6744457_metabat_07	0.4889207	0.3988506	-0.4513927	21	3.075417	1.97797	4.924406
SRR6744457_metabat_08	0.4255013	0.2224189	-0.3383139	119	0.6024443	0.2661497	1.517452
SRR6744457_metabat_09	0.5649958	0.3786943	-0.4607026	71	1.221996	0.7845411	1.960629
SRR6744457_metabat_10	
SRR6744457_metabat_11	0.5136302	0.1852602	-0.3347398	95	0.2248318	0.09991079	0.5620863
SRR6744457_metabat_12	0.4194546	0.2028327	-0.4033002	131	0.5097918	0.2180465	1.33863
SRR6744457_metabat_13	0.5897491	0.3495881	-0.4490994	22	0.7172106	0.4362977	1.22416
SRR6744457_metabat_14	0.3985553	0.2491354	-0.3933853	50	1.002053	0.4509173	2.465416
SRR6744457_metabat_15	0.5112659	0.1546693	-0.3112189	130	0.1716419	0.07323404	0.4521369
SRR6744457_metabat_16	0.4582419	0.1019201	-0.431417	238	0.1474714	0.05732374	0.4390361
SRR6744457_metabat_17	0.5258426	0.08799401	-0.3296841	111	0.08809024	0.03512964	0.253486
SRR6744457_metabat_18	0.6223012	0.4263972	-0.4524489	30	1.360595	0.997135	1.883257
SRR6744457_metabat_19	0.762226	0.1410728	-0.3786036	83	0.03804362	0.01772832	0.08955451
SRR6744457_metabat_20	
SRR6744457_metabat_21	0.5053693	0.2543915	-0.2706142	74	0.4748073	0.2325017	1.050684
SRR6744457_metabat_22	0.9260154	0.5303925	-0.3878469	65	0.4308988	0.3373449	0.5552496
SRR6744457_metabat_23	0.3740354	0.1858204	-0.4179383	100	0.5914066	0.2383465	1.678303
SRR6744457_metabat_24	0.7055079	0.5042407	-0.4356599	58	1.777393	1.536702	2.062076
SRR6744457_metabat_25	0.3785244	0.1971632	-0.3656637	146	0.6476844	0.2659451	1.793486
SRR6744457_metabat_26	
SRR6744457_metabat_27	0.5710102	0.2498648	-0.3569576	84	0.2881666	0.1449501	0.6169066
SRR6744457_metabat_28	0.6760481	0.2408995	-0.3995238	48	0.1364592	0.07045676	0.2829518
SRR6744457_metabat_29	0.8941716	0.3864609	-0.3770074	71	0.1336452	0.08905556	0.2055822
SRR6744457_metabat_30	0.3916148	0.1872201	-0.4022218	65	0.5278996	0.2163037	1.465838
SRR6744457_metabat_31	
SRR6744457_metabat_32	
SRR6744457_metabat_33	0.5784959	0.187737	-0.3194453	112	0.1532227	0.07064812	0.3655382
SRR6744457_metabat_34	0.5957531	0.2417994	-0.3797963	62	0.2266488	0.1138106	0.4862335
SRR6744457_metabat_35	0.81487	0.1386555	-0.3754092	42	0.02886832	0.0136102	0.06696992
SRR6744457_metabat_36	
SRR6744457_metabat_37	0.5851476	0.3465382	-0.3694659	61	0.7177772	0.4331296	1.236646
SRR6744457_metabat_38	0.4896409	-0.1491228	-0.3363288	98	0.01818897	0.0058691	0.06996257
SRR6744457_metabat_39	0.574872	0.1837251	-0.3509206	31	0.1510983	0.06917925	0.3636938
SRR6744457_metabat_40	0.6603849	0.3510301	-0.3472292	95	0.4343904	0.2704146	0.721981
SRR6744457_metabat_41	0.6660026	0.4426994	-0.3659715	26	1.157786	0.8883034	1.524668
SRR6744457_metabat_42	0.5218395	0.2697617	-0.3785828	302	0.4963951	0.2516757	1.052418
SRR6744457_metabat_43	0.7208189	0.2191637	-0.3737637	16	0.08732234	0.04428917	0.1850513
SRR6744457_metabat_44	0.7125692	0.4839619	-0.3792039	45	1.301298	1.091354	1.558611
SRR6744457_metabat_45	0.4837933	0.4799741	-0.386908	1179	10.95161	8.018162	15.17495
SRR6744457_metabat_46	0.7524814	0.3107423	-0.3965947	17	0.1603158	0.09408801	0.2852937
SRR6744457_metabat_47	0.4639261	0.2632301	-0.3957801	73	0.7089942	0.3431051	1.592032
SRR6744457_metabat_48	0.4966055	0.2032987	-0.4301268	109	0.2994363	0.1350446	0.7346412
SRR6744457_metabat_49	0.5950159	0.2013587	-0.3345672	153	0.1565965	0.0741074	0.3615693
SRR6744457_metabat_50	0.3566161	0.2069258	-0.5008852	65	0.8542026	0.3484551	2.385737
SRR6744457_metabat_51	0.4283875	0.3205877	-0.429904	82	1.877117	0.9787491	3.846121
SRR6744457_metabat_52	0.4137692	0.232565	-0.4114512	109	0.7360812	0.3270882	1.840309
SRR6744457_metabat_53	0.4705259	0.2134241	-0.3710282	92	0.3963517	0.1784069	0.9748136
SRR6744457_metabat_54	0.5473483	0.1675065	-0.3699052	84	0.1544576	0.06830292	0.38857
SRR6744457_metabat_55	0.4832681	0.2859158	-0.4101265	55	0.7895892	0.4023294	1.663839
SRR6744457_metabat_56	0.5912756	0.314187	-0.3688635	172	0.4825844	0.2737321	0.8939236
SRR6744457_metabat_57	0.4518249	0.256394	-0.4825398	52	0.7199383	0.3416356	1.656603
SRR6744457_metabat_58	0.5989563	0.2079684	-0.3405887	101	0.1622722	0.0776367	0.369597
SRR6744457_metabat_59	0.8365131	0.2655722	-0.4074899	159	0.06724544	0.03723345	0.1281823
SRR6744457_metabat_60	0.5466149	0.2152903	-0.4782535	81	0.2418833	0.1140967	0.5607682
SRR6744457_metabat_61	
SRR6744457_metabat_62	0.3802469	0.1766024	-0.3800919	186	0.5117433	0.2049153	1.46464
SRR6744457_metabat_63	0.5372053	0.3301529	-0.4398583	56	0.8616865	0.4922864	1.582693
SRR6744457_metabat_64	0.4657961	0.3245046	-0.4587064	113	1.4334	0.7753079	2.809839
SRR6744457_metabat_65	0.6100313	0.4782385	-0.3836787	7	2.961939	2.440067	3.61512
SRR6744457_metabat_66	0.4712838	0.2873487	-0.4245517	81	0.880721	0.4463591	1.868119
SRR6744457_metabat_67	0.593595	0.4960497	-0.3610812	53	4.451123	3.71016	5.365827
SRR6744457_metabat_68	0.6449512	0.5213949	-0.4129307	15	3.885237	3.315204	4.569897
SRR6744457_metabat_69	0.4432713	0.1900936	-0.3113805	253	0.3771405	0.1613255	0.9901799
SRR6744457_metabat_70	0.4564007	0.3417801	-0.4156027	82	1.93078	1.073028	3.664241
SRR6744457_metabat_71	0.5329915	0.2162162	-0.4293196	5	0.2668329	0.1251406	0.6231052
SRR6744457_metabat_72	0.7365981	0.5236704	-0.4539598	26	1.740452	1.4965	2.030854
SRR6744457_metabat_73	0.6310443	0.1446281	-0.3691292	64	0.07803167	0.03487568	0.193656
SRR6744457_metabat_74	0.6185903	0.5278426	-0.4456296	28	5.536653	4.583154	6.723331
SRR6744457_metabat_75	
SRR6744457_metabat_76	0.6252763	0.5163098	-0.4545967	11	4.372998	3.709928	5.174797
SRR6744457_metabat_77	
SRR6744457_metabat_78	
SRR6744457_metabat_79	0.5506368	0.4344395	-0.3015424	119	2.823242	2.052685	3.941932
SRR6744457_metabat_80	0.729038	0.4863093	-0.3602313	76	1.169807	0.980696	1.401692
SRR6744457_metabat_81	0.5519016	0.4394934	-0.4986518	26	2.989433	2.200705	4.11756
SRR6744459_metabat_01	0.5668175	0.4575704	-0.4559466	33	3.336427	2.579475	4.35765
SRR6744459_metabat_02	0.4383228	0.2783441	-0.4182287	80	1.028776	0.5012792	2.290543
SRR6744459_metabat_03	0.4106552	0.3182878	-0.3780486	55	2.128622	1.08814	4.467777
SRR6744459_metabat_04	0.6866812	0.4592385	-0.2999039	45	1.193256	0.9524514	1.506078
SRR6744459_metabat_05	0.4431097	0.2822739	-0.3665663	86	1.037091	0.510596	2.279626
SRR6744459_metabat_06	0.4844536	0.2860627	-0.3192635	178	0.7837313	0.3997522	1.649437
SRR6744459_metabat_07	
SRR6744459_metabat_08	0.7176771	0.2718252	-0.2887743	91	0.1397568	0.07650173	0.2700664
SRR6744459_metabat_09	0.9484305	0.5289059	-0.3973215	26	0.3629641	0.2808246	0.4736831
SRR6744459_metabat_10	1.027693	0.4704361	-0.3920382	10	0.1261483	0.09072692	0.1782487
SRR6744459_metabat_11	0.5470975	0.2466018	-0.3865374	88	0.3276844	0.1621042	0.7160384
SRR6744459_metabat_12	0.4697055	0.2388392	-0.3734507	262	0.5203952	0.2431601	1.220854
SRR6744459_metabat_13	0.4506664	0.290534	-0.4094501	70	1.076229	0.540599	2.307932
SRR6744459_metabat_14	0.7000395	0.5562056	-0.3340373	57	3.747519	3.006078	4.705099
SRR6744459_metabat_15	0.479547	0.2881575	-0.449277	68	0.8335934	0.425411	1.753238
SRR6744459_metabat_16	0.4059445	0.2568804	-0.4855398	109	1.034774	0.4742659	2.48737
SRR6744459_metabat_17	0.597268	0.1912707	-0.3757987	139	0.1411301	0.06594187	0.3311099
SRR6744459_metabat_18	0.5672135	0.237207	-0.341244	95	0.2611501	0.1285672	0.574066
SRR6744459_metabat_19	0.4012052	0.3120963	-0.4190591	77	2.13466	1.069689	4.591201
SRR6744459_metabat_20	
SRR6744459_metabat_21	0.6217864	0.1939184	-0.3404606	95	0.1247759	0.05911985	0.287664
SRR6744459_metabat_22	
SRR6744459_metabat_23	0.4645345	0.3221208	-0.3234075	255	1.406666	0.7566605	2.775769
SRR6744459_metabat_24	0.6168338	0.2482016	-0.3609611	83	0.2103517	0.1075903	0.4412095
SRR6744459_metabat_25	0.4772768	0.3004826	-0.3969173	175	0.9784303	0.5097847	2.006567
SRR6744459_metabat_26	0.6012199	0.492127	-0.4375607	58	3.906738	3.265207	4.69619
SRR6744459_metabat_27	0.4387415	0.3234119	-0.4595486	78	1.779181	0.9406713	3.584599
SRR6744459_metabat_28	0.5698883	0.2168301	-0.3011685	554	0.2112732	0.1010298	0.4815049
SRR6744459_metabat_29	0.4916488	0.2400337	-0.3964032	314	0.4502456	0.2137429	1.035511
SRR6744459_metabat_30	0.755136	0.6097019	-0.4434125	46	4.724755	3.164903	7.225272
SRR6744459_metabat_31	0.4316757	0.2695127	-0.3823489	444	0.9779104	0.4670776	2.232018
SRR6744459_metabat_32	0.5151233	0.3096213	-0.4358443	81	0.8086728	0.4386687	1.579719
SRR6744459_metabat_33	0.5195314	0.3297828	-0.4158586	69	0.9858395	0.5575346	1.832548
SRR6744459_metabat_34	0.4910217	0.3681263	-0.47819	82	2.003547	1.206286	3.460901
SRR6744459_metabat_35	0.5797966	0.2604971	-0.3532264	121	0.3017623	0.1550162	0.6295988
SRR6744459_metabat_36	0.4003593	0.2828367	-0.3325735	63	1.482207	0.705325	3.398732
SRR6744459_metabat_37	0.5050561	0.3417781	-0.3280312	97	1.278435	0.7346237	2.332165
SRR6744459_metabat_38	0.657436	0.4129935	-0.3196013	63	0.874716	0.6240127	1.247093
SRR6744459_metabat_39	0.7108846	0.4189282	-0.3281145	109	0.6223794	0.4510727	0.8720341
SRR6744459_metabat_40	0.4533631	0.06565657	-0.3605209	40	0.1104871	0.04125209	0.3472069
SRR6744459_metabat_41	0.6630659	0.224324	-0.2779168	7068	0.1274362	0.06395904	0.2735614
SRR6744459_metabat_42	0.5982585	0.5477867	-0.3500048	21	9.336592	7.130641	12.35628
SRR6744459_metabat_43	1.017258	0.2817259	-0.3693911	31	0.03009027	0.01719662	0.05524568
SRR6744459_metabat_44	0.6235322	0.2508709	-0.408912	109	0.2066836	0.1064252	0.4299855
SRR6744459_metabat_45	0.5263055	0.4949351	-0.4157876	36	8.749698	6.79628	11.37053
SRR6744459_metabat_46	0.6451601	0.3492244	-0.4039457	13	0.4749761	0.2935852	0.7959187
SRR6744459_metabat_47	0.5172907	0.204698	-0.457524	9	0.2645843	0.1210089	0.6377138
SRR6744459_metabat_48	0.6258863	0.4952416	-0.4024363	25	3.227818	2.742373	3.813832
SRR6744467_metabat_1	0.6724677	0.1848293	-0.3804765	202	0.08621022	0.04114351	0.1969658
SRR6744472_metabat_1	0.9178577	0.507754	-0.382554	45	0.3614234	0.2825393	0.4664575
SRR6744472_metabat_2	0.8757403	0.4061971	-0.3886821	76	0.1786362	0.123387	0.2639644
SRR6744472_metabat_3	0.7238072	0.3107423	-0.3894617	44	0.1915857	0.1119375	0.3427334
SRR6744472_metabat_4	
SRR6744473_metabat_1	0.6037926	0.1978542	-0.3831915	176	0.1438678	0.06801607	0.3325929
SRR6744483_metabat_1	0.6169098	0.4763196	-0.3900858	33	2.708583	2.229504	3.308788
SRR6744483_metabat_2	0.6541729	0.5180302	-0.3949931	24	3.393543	2.920024	3.95674
SRR6744483_metabat_3	
SRR6744486_metabat_1	0.6228935	0.296546	-0.3919771	64	0.3229442	0.1793921	0.6132245
SRR6744486_metabat_2	0.4156469	0.2837278	-0.4198827	114	1.319235	0.6370686	2.970129
SRR6744486_metabat_3	0.8249809	0.196334	-0.4042497	72	0.04181104	0.02110962	0.08910182
SRR6744486_metabat_4	0.7577812	0.4782885	-0.3945704	27	0.8474981	0.6931035	1.042404
SRR6744486_metabat_5	1.021517	0.4232217	-0.3944123	11	0.0874233	0.05974429	0.1307277
SRR6744486_metabat_6	0.7514987	0.3854614	-0.3910289	36	0.3284886	0.2213101	0.499101
SRR6744486_metabat_7	0.4934127	0.3177894	-0.3148935	141	1.054393	0.573488	2.053156
SRR6744486_metabat_8	0.6765507	0.4765026	-0.4624344	36	1.60461	1.332911	1.941371
SRR6744489_metabat_1	0.4387867	0.2774027	-0.413532	108	1.013695	0.4933149	2.260461
SRR6744489_metabat_2	0.4899746	0.3603906	-0.4029749	87	1.830582	1.083249	3.226423
SRR6744489_metabat_3	0.8326615	0.3674536	-0.3933377	86	0.1637476	0.1063389	0.2593293
SRR6744489_metabat_4	0.6951535	0.5169356	-0.3924948	12	2.294288	1.991462	2.650816
SRR6744491_metabat_1	0.641395	0.4151364	-0.3875911	39	1.017689	0.7281571	1.44621
SRR6744491_metabat_2	0.6205586	0.472028	-0.3810234	16	2.473638	2.021126	3.045507
SRR6744491_metabat_3	0.6778057	0.5332994	-0.4035364	21	3.357947	2.845881	3.977889
SRR6744493_metabat_1	0.848802	0.3089098	-0.4085786	70	0.08949492	0.05284344	0.1581375
SRR6744493_metabat_2	0.4508527	0.4545927	-0.3967457	94	10.41894	7.146099	15.51685
SRR6744496_metabat_01	0.4712441	0.2763501	-0.4210902	83	0.7770662	0.3863499	1.687508
SRR6744496_metabat_02	0.581396	0.3354095	-0.4357891	57	0.65248	0.3842939	1.156337
