,sample,ARG,AMR_category,MGE_prediction
SRR6744271_2,SRR6744271,RPOB2,multidrug,chromosome
SRR6744271_3,SRR6744271,TETQ,tetracycline,unclassified
SRR6744271_4,SRR6744271,EMRB-QACA_FAMILY_MAJOR_FACILITATOR_TRANSPORTER,fluoroquinolone,chromosome
SRR6744272_1,SRR6744272,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,chromosome
SRR6744272_2,SRR6744272,VANU,glycopeptide,unclassified
SRR6744272_3,SRR6744272,LEN-6,beta-lactam,unclassified
SRR6744272_4,SRR6744272,BRUCELLA SUIS MPRF,peptide,unclassified
SRR6744272_5,SRR6744272,LSAC,multidrug,phage
SRR6744272_6,SRR6744272,LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE,MLS,ambiguous (phage/chromosome)
SRR6744272_7,SRR6744272,VANU,glycopeptide,unclassified
SRR6744272_8,SRR6744272,OXA-118,beta-lactam,chromosome
SRR6744272_9,SRR6744272,QEPA4,fluoroquinolone,phage
SRR6744272_10,SRR6744272,RPOB2,multidrug,chromosome
SRR6744272_11,SRR6744272,TETQ,tetracycline,unclassified
SRR6744272_12,SRR6744272,MEL,multidrug,chromosome
SRR6744272_13,SRR6744272,MEFA,MLS,chromosome
SRR6744272_14,SRR6744272,TETM,tetracycline,plasmid
SRR6744273_1,SRR6744273,TET(55),tetracycline,unclassified
SRR6744273_2,SRR6744273,VANTML,glycopeptide,ambiguous (phage/chromosome)
SRR6744273_3,SRR6744273,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,chromosome
SRR6744273_4,SRR6744273,VANU,glycopeptide,ambiguous (plasmid/phage)
SRR6744280_1,SRR6744280,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,unclassified
SRR6744280_2,SRR6744280,LSAC,multidrug,unclassified
SRR6744280_3,SRR6744280,RPOB2,multidrug,chromosome
SRR6744281_1,SRR6744281,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,chromosome
SRR6744281_2,SRR6744281,EMRB-QACA_FAMILY_MAJOR_FACILITATOR_TRANSPORTER,fluoroquinolone,chromosome
SRR6744281_3,SRR6744281,LSAC,multidrug,phage
SRR6744281_4,SRR6744281,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,chromosome
SRR6744281_5,SRR6744281,RPOB2,multidrug,chromosome
SRR6744281_6,SRR6744281,RPOB2,multidrug,chromosome
SRR6744283_1,SRR6744283,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,phage
SRR6744284_1,SRR6744284,RPOB2,multidrug,chromosome
SRR6744284_2,SRR6744284,VANKI,glycopeptide,unclassified
SRR6744284_3,SRR6744284,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,chromosome
SRR6744284_4,SRR6744284,EMRB-QACA_FAMILY_MAJOR_FACILITATOR_TRANSPORTER,fluoroquinolone,chromosome
SRR6744286_1,SRR6744286,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,ambiguous (phage/chromosome)
SRR6744286_2,SRR6744286,TETM,tetracycline,plasmid
SRR6744286_3,SRR6744286,ERMX,MLS,unclassified
SRR6744286_4,SRR6744286,RPOB2,multidrug,ambiguous (phage/chromosome)
SRR6744286_5,SRR6744286,FUSD,fusidic-acid,phage
SRR6744286_6,SRR6744286,ERMA,MLS,plasmid
SRR6744286_7,SRR6744286,TETQ,tetracycline,phage
SRR6744286_8,SRR6744286,MSRE,multidrug,chromosome
SRR6744287_1,SRR6744287,VANU,glycopeptide,ambiguous (phage/chromosome)
SRR6744287_2,SRR6744287,RPOB2,multidrug,ambiguous (phage/chromosome)
SRR6744287_3,SRR6744287,LSAC,multidrug,ambiguous (phage/chromosome)
SRR6744287_4,SRR6744287,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,ambiguous (phage/chromosome)
SRR6744287_5,SRR6744287,SMER,multidrug,unclassified
SRR6744287_6,SRR6744287,TETQ,tetracycline,phage
SRR6744287_7,SRR6744287,FUSD,fusidic-acid,phage
SRR6744287_8,SRR6744287,MGRA,multidrug,unclassified
SRR6744287_9,SRR6744287,SGM,aminoglycoside,unclassified
SRR6744287_10,SRR6744287,NORA,multidrug,unclassified
SRR6744287_11,SRR6744287,TETQ,tetracycline,unclassified
SRR6744289_1,SRR6744289,TETR,tetracycline,plasmid
SRR6744293_1,SRR6744293,ERMB,MLS,ambiguous (phage/chromosome)
SRR6744293_2,SRR6744293,TETM,tetracycline,ambiguous (phage/chromosome)
SRR6744293_3,SRR6744293,TETQ,tetracycline,unclassified
SRR6744293_4,SRR6744293,LSAC,multidrug,ambiguous (phage/chromosome)
SRR6744293_5,SRR6744293,RPOB2,multidrug,ambiguous (phage/chromosome)
SRR6744293_6,SRR6744293,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,chromosome
SRR6744294_1,SRR6744294,MSRE,multidrug,unclassified
SRR6744294_2,SRR6744294,TET(C),tetracycline,phage
SRR6744294_3,SRR6744294,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,unclassified
SRR6744294_4,SRR6744294,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,chromosome
SRR6744294_5,SRR6744294,LSAC,multidrug,unclassified
SRR6744294_6,SRR6744294,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,ambiguous (phage/chromosome)
SRR6744294_7,SRR6744294,RPOB2,multidrug,ambiguous (phage/chromosome)
SRR6744294_8,SRR6744294,FUSD,fusidic-acid,phage
SRR6744294_9,SRR6744294,VANU,glycopeptide,chromosome
SRR6744294_10,SRR6744294,MEL,multidrug,chromosome
SRR6744294_11,SRR6744294,MEFA,MLS,chromosome
SRR6744294_12,SRR6744294,TETM,tetracycline,ambiguous (phage/chromosome)
SRR6744294_13,SRR6744294,RPOB2,multidrug,ambiguous (phage/chromosome)
SRR6744296_1,SRR6744296,TETR,tetracycline,plasmid
SRR6744296_2,SRR6744296,TEM-185,beta-lactam,plasmid
SRR6744296_3,SRR6744296,BCI,beta-lactam,ambiguous (plasmid/phage)
SRR6744299_1,SRR6744299,TETM,tetracycline,unclassified
SRR6744300_1,SRR6744300,POXTA,multidrug,chromosome
SRR6744300_2,SRR6744300,ERMY,MLS,chromosome
SRR6744300_3,SRR6744300,RPOB2,multidrug,chromosome
SRR6744300_4,SRR6744300,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,chromosome
SRR6744300_5,SRR6744300,MDTG,fosfomycin,chromosome
SRR6744300_6,SRR6744300,EMRB-QACA_FAMILY_MAJOR_FACILITATOR_TRANSPORTER,fluoroquinolone,chromosome
SRR6744302_1,SRR6744302,RPOB2,multidrug,ambiguous (phage/chromosome)
SRR6744302_2,SRR6744302,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,ambiguous (phage/chromosome)
SRR6744302_3,SRR6744302,RPOB2,multidrug,chromosome
SRR6744302_4,SRR6744302,EMRB-QACA_FAMILY_MAJOR_FACILITATOR_TRANSPORTER,fluoroquinolone,chromosome
SRR6744302_5,SRR6744302,LSAC,multidrug,plasmid
SRR6744302_6,SRR6744302,POXTA,multidrug,chromosome
SRR6744302_7,SRR6744302,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,ambiguous (plasmid/phage)
SRR6744302_8,SRR6744302,LMRD,MLS,chromosome
SRR6744302_9,SRR6744302,GOB-15,beta-lactam,phage
SRR6744307_1,SRR6744307,LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE,MLS,ambiguous (phage/chromosome)
SRR6744307_2,SRR6744307,VANU,glycopeptide,ambiguous (phage/chromosome)
SRR6744307_3,SRR6744307,EFRB,multidrug,chromosome
SRR6744307_4,SRR6744307,RPOB2,multidrug,chromosome
SRR6744307_5,SRR6744307,MSRE,multidrug,plasmid
SRR6744307_6,SRR6744307,VANU,glycopeptide,phage
SRR6744307_7,SRR6744307,UGD,peptide,chromosome
SRR6744307_8,SRR6744307,TET(W/N/W),tetracycline,plasmid
SRR6744307_9,SRR6744307,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,chromosome
SRR6744307_10,SRR6744307,CFXA3,beta-lactam,plasmid
SRR6744307_11,SRR6744307,TETM,tetracycline,plasmid
SRR6744307_12,SRR6744307,ERMF,MLS,phage
SRR6744307_13,SRR6744307,SDIA,multidrug,chromosome
SRR6744307_14,SRR6744307,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,chromosome
SRR6744307_15,SRR6744307,TETQ,tetracycline,unclassified
SRR6744307_16,SRR6744307,MCR-3.11,peptide,unclassified
SRR6744307_17,SRR6744307,OXA-133,beta-lactam,plasmid
SRR6744307_18,SRR6744307,VANU,glycopeptide,chromosome
SRR6744307_19,SRR6744307,MOX-9,beta-lactam,unclassified
SRR6744307_20,SRR6744307,VANU,glycopeptide,unclassified
SRR6744307_21,SRR6744307,RPOB2,multidrug,chromosome
SRR6744307_22,SRR6744307,LSAC,multidrug,plasmid
SRR6744307_23,SRR6744307,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,chromosome
SRR6744307_24,SRR6744307,RSA-1,beta-lactam,plasmid
SRR6744307_25,SRR6744307,VANU,glycopeptide,plasmid
SRR6744307_26,SRR6744307,PATB,fluoroquinolone,plasmid
SRR6744307_27,SRR6744307,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,ambiguous (phage/chromosome)
SRR6744307_28,SRR6744307,TET(W/N/W),tetracycline,plasmid
SRR6744307_29,SRR6744307,MDTA,aminocoumarin,ambiguous (plasmid/phage)
SRR6744307_30,SRR6744307,VANKI,glycopeptide,unclassified
SRR6744307_31,SRR6744307,ERMB,MLS,ambiguous (phage/chromosome)
SRR6744307_32,SRR6744307,SMEB,multidrug,unclassified
SRR6744307_33,SRR6744307,RHODOBACTER SPHAEROIDES AMPC BETA-LACTAMASE,beta-lactam,unclassified
SRR6744307_34,SRR6744307,SHV-43,beta-lactam,unclassified
SRR6744307_35,SRR6744307,VANU,glycopeptide,unclassified
SRR6744307_36,SRR6744307,UGD,peptide,chromosome
SRR6744307_37,SRR6744307,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,unclassified
SRR6744307_38,SRR6744307,TET32,tetracycline,unclassified
SRR6744307_39,SRR6744307,QACG,multidrug,unclassified
SRR6744307_40,SRR6744307,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,unclassified
SRR6744307_41,SRR6744307,LEN-9,beta-lactam,unclassified
SRR6744307_42,SRR6744307,SHV-186,beta-lactam,unclassified
SRR6744307_43,SRR6744307,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,chromosome
SRR6744307_44,SRR6744307,MEL,multidrug,chromosome
SRR6744307_45,SRR6744307,MEFA,MLS,chromosome
SRR6744309_1,SRR6744309,MEL,multidrug,chromosome
SRR6744309_2,SRR6744309,MEFA,MLS,chromosome
SRR6744309_3,SRR6744309,VANU,glycopeptide,ambiguous (phage/chromosome)
SRR6744309_4,SRR6744309,UGD,peptide,phage
SRR6744309_5,SRR6744309,TETW,tetracycline,plasmid
SRR6744309_6,SRR6744309,TET(W/N/W),tetracycline,plasmid
SRR6744309_7,SRR6744309,MSRE,multidrug,chromosome
SRR6744309_8,SRR6744309,LSAC,multidrug,phage
SRR6744309_9,SRR6744309,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,ambiguous (phage/chromosome)
SRR6744309_10,SRR6744309,EFRB,multidrug,chromosome
SRR6744309_11,SRR6744309,UGD,peptide,unclassified
SRR6744309_12,SRR6744309,TETM,tetracycline,plasmid
SRR6744309_13,SRR6744309,ERMF,MLS,chromosome
SRR6744309_14,SRR6744309,CFXA3,beta-lactam,chromosome
SRR6744309_15,SRR6744309,VANXD,glycopeptide,unclassified
SRR6744309_16,SRR6744309,UGD,peptide,phage
SRR6744309_17,SRR6744309,UGD,peptide,phage
SRR6744309_18,SRR6744309,ADEJ,multidrug,chromosome
SRR6744309_19,SRR6744309,RPOB2,multidrug,chromosome
SRR6744309_20,SRR6744309,VANU,glycopeptide,plasmid
SRR6744309_21,SRR6744309,RPOB2,multidrug,ambiguous (phage/chromosome)
SRR6744309_22,SRR6744309,UGD,peptide,ambiguous (phage/chromosome)
SRR6744309_23,SRR6744309,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,chromosome
SRR6744309_24,SRR6744309,RPOB2,multidrug,chromosome
SRR6744309_25,SRR6744309,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,unclassified
SRR6744309_26,SRR6744309,TET32,tetracycline,unclassified
SRR6744309_27,SRR6744309,ERMF,MLS,unclassified
SRR6744309_28,SRR6744309,RPOB2,multidrug,chromosome
SRR6744309_29,SRR6744309,RPOB2,multidrug,chromosome
SRR6744309_30,SRR6744309,BACA,bacitracin,unclassified
SRR6744309_31,SRR6744309,SED-1,beta-lactam,unclassified
SRR6744309_32,SRR6744309,VANU,glycopeptide,phage
SRR6744309_33,SRR6744309,TETQ,tetracycline,chromosome
SRR6744309_34,SRR6744309,TETO,tetracycline,ambiguous (plasmid/phage)
SRR6744310_1,SRR6744310,VANU,glycopeptide,chromosome
SRR6744310_2,SRR6744310,MEL,multidrug,chromosome
SRR6744310_3,SRR6744310,MEFA,MLS,chromosome
SRR6744310_4,SRR6744310,RPOB2,multidrug,unclassified
SRR6744310_5,SRR6744310,VANU,glycopeptide,plasmid
SRR6744310_6,SRR6744310,CFXA2,beta-lactam,ambiguous (phage/chromosome)
SRR6744310_7,SRR6744310,TET32,tetracycline,chromosome
SRR6744310_8,SRR6744310,VANKI,glycopeptide,unclassified
SRR6744310_9,SRR6744310,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,chromosome
SRR6744310_10,SRR6744310,ERMF,MLS,unclassified
SRR6744310_11,SRR6744310,SHV-43,beta-lactam,chromosome
SRR6744310_12,SRR6744310,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,chromosome
SRR6744310_13,SRR6744310,ERMA,MLS,chromosome
SRR6744310_14,SRR6744310,AAC(3)-IV,aminoglycoside,phage
SRR6744310_15,SRR6744310,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,chromosome
SRR6744310_16,SRR6744310,UGD,peptide,chromosome
SRR6744310_17,SRR6744310,TEM-169,beta-lactam,plasmid
SRR6744310_18,SRR6744310,TEM-71,beta-lactam,plasmid
SRR6744310_19,SRR6744310,TETQ,tetracycline,chromosome
SRR6744310_20,SRR6744310,OXA-118,beta-lactam,chromosome
SRR6744310_21,SRR6744310,TETM,tetracycline,ambiguous (plasmid/phage)
SRR6744310_22,SRR6744310,MSRE,multidrug,unclassified
SRR6744310_23,SRR6744310,AAC(3)-IV,aminoglycoside,ambiguous (plasmid/phage)
SRR6744310_24,SRR6744310,IMP-9,beta-lactam,chromosome
SRR6744310_25,SRR6744310,NORB,fluoroquinolone,chromosome
SRR6744310_26,SRR6744310,OTRC,tetracycline,chromosome
SRR6744310_27,SRR6744310,RPOB2,multidrug,chromosome
SRR6744311_1,SRR6744311,LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE,MLS,ambiguous (phage/chromosome)
SRR6744311_2,SRR6744311,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,chromosome
SRR6744311_3,SRR6744311,VANU,glycopeptide,unclassified
SRR6744311_4,SRR6744311,BRUCELLA SUIS MPRF,peptide,unclassified
SRR6744311_5,SRR6744311,TETM,tetracycline,ambiguous (phage/chromosome)
SRR6744311_6,SRR6744311,RPOB2,multidrug,chromosome
SRR6744311_7,SRR6744311,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,phage
SRR6744311_8,SRR6744311,MEL,multidrug,chromosome
SRR6744311_9,SRR6744311,MEFA,MLS,chromosome
SRR6744311_10,SRR6744311,ERMB,MLS,plasmid
SRR6744312_1,SRR6744312,TETR,tetracycline,plasmid
SRR6744312_2,SRR6744312,RMTA,aminoglycoside,unclassified
SRR6744316_1,SRR6744316,TETM,tetracycline,unclassified
SRR6744316_2,SRR6744316,VANU,glycopeptide,unclassified
SRR6744316_3,SRR6744316,RPOB2,multidrug,chromosome
SRR6744316_4,SRR6744316,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,chromosome
SRR6744316_5,SRR6744316,VIM-7,beta-lactam,phage
SRR6744316_6,SRR6744316,TET32,tetracycline,plasmid
SRR6744316_7,SRR6744316,TETO,tetracycline,plasmid
SRR6744316_8,SRR6744316,MSRE,multidrug,plasmid
SRR6744316_9,SRR6744316,IMP-9,beta-lactam,chromosome
SRR6744316_10,SRR6744316,TET32,tetracycline,unclassified
SRR6744316_11,SRR6744316,RPOB2,multidrug,chromosome
SRR6744316_12,SRR6744316,TRIB,triclosan,unclassified
SRR6744316_13,SRR6744316,RPOB2,multidrug,chromosome
SRR6744316_14,SRR6744316,CFXA3,beta-lactam,plasmid
SRR6744316_15,SRR6744316,ERMF,MLS,chromosome
SRR6744316_16,SRR6744316,FRI-3,beta-lactam,unclassified
SRR6744316_17,SRR6744316,MEFA,MLS,ambiguous (phage/chromosome)
SRR6744316_18,SRR6744316,MEL,multidrug,ambiguous (phage/chromosome)
SRR6744316_19,SRR6744316,VANU,glycopeptide,unclassified
SRR6744316_20,SRR6744316,ERMA,MLS,chromosome
SRR6744316_21,SRR6744316,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,chromosome
SRR6744316_22,SRR6744316,TETQ,tetracycline,unclassified
SRR6744316_23,SRR6744316,NORB,fluoroquinolone,unclassified
SRR6744316_24,SRR6744316,UGD,peptide,ambiguous (phage/chromosome)
SRR6744316_25,SRR6744316,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,chromosome
SRR6744316_26,SRR6744316,TETQ,tetracycline,unclassified
SRR6744316_27,SRR6744316,ERMF,MLS,unclassified
SRR6744316_28,SRR6744316,ACINETOBACTER BAUMANNII ABAF,fosfomycin,unclassified
SRR6744317_1,SRR6744317,TETM,tetracycline,ambiguous (phage/chromosome)
SRR6744317_2,SRR6744317,ERMB,MLS,ambiguous (phage/chromosome)
SRR6744317_3,SRR6744317,VANU,glycopeptide,chromosome
SRR6744317_4,SRR6744317,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,unclassified
SRR6744317_5,SRR6744317,RPOB2,multidrug,ambiguous (phage/chromosome)
SRR6744317_6,SRR6744317,IMP-28,beta-lactam,unclassified
SRR6744317_7,SRR6744317,LSAC,multidrug,unclassified
SRR6744318_1,SRR6744318,VANU,glycopeptide,ambiguous (phage/chromosome)
SRR6744318_2,SRR6744318,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,ambiguous (phage/chromosome)
SRR6744318_3,SRR6744318,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,chromosome
SRR6744318_4,SRR6744318,OTRC,tetracycline,chromosome
SRR6744318_5,SRR6744318,TET32,tetracycline,ambiguous (phage/chromosome)
SRR6744318_6,SRR6744318,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,chromosome
SRR6744318_7,SRR6744318,VANU,glycopeptide,ambiguous (phage/chromosome)
SRR6744318_8,SRR6744318,TETM,tetracycline,ambiguous (phage/chromosome)
SRR6744318_9,SRR6744318,NORA,multidrug,unclassified
SRR6744318_10,SRR6744318,MSRE,multidrug,plasmid
SRR6744318_11,SRR6744318,MEL,multidrug,chromosome
SRR6744318_12,SRR6744318,MEFA,MLS,chromosome
SRR6744318_13,SRR6744318,BIFIDOBACTERIUM ILES CONFERRING RESISTANCE TO MUPIROCIN,mupirocin,chromosome
SRR6744318_14,SRR6744318,RPOB2,multidrug,chromosome
SRR6744318_15,SRR6744318,LSAC,multidrug,plasmid
SRR6744318_16,SRR6744318,ROSA,peptide,chromosome
SRR6744318_17,SRR6744318,APH(3')-IB,aminoglycoside,chromosome
SRR6744318_18,SRR6744318,RPOB2,multidrug,ambiguous (phage/chromosome)
SRR6744318_19,SRR6744318,VANU,glycopeptide,ambiguous (phage/chromosome)
SRR6744318_20,SRR6744318,UGD,peptide,unclassified
SRR6744318_21,SRR6744318,VANU,glycopeptide,plasmid
SRR6744318_22,SRR6744318,LSAC,multidrug,ambiguous (phage/chromosome)
SRR6744318_23,SRR6744318,AAC(6')-IG,aminoglycoside,unclassified
SRR6744318_24,SRR6744318,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,unclassified
SRR6744318_25,SRR6744318,LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE,MLS,ambiguous (phage/chromosome)
SRR6744318_26,SRR6744318,MEXB,multidrug,unclassified
SRR6744318_27,SRR6744318,ERMF,MLS,unclassified
SRR6744318_28,SRR6744318,EVGS,multidrug,ambiguous (plasmid/phage)
SRR6744318_29,SRR6744318,TETQ,tetracycline,plasmid
SRR6744318_30,SRR6744318,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,unclassified
SRR6744318_31,SRR6744318,VANKI,glycopeptide,chromosome
SRR6744318_32,SRR6744318,AAC(3)-IID,aminoglycoside,chromosome
SRR6744320_1,SRR6744320,VANE,glycopeptide,phage
SRR6744320_2,SRR6744320,FOSK,fosfomycin,unclassified
SRR6744320_3,SRR6744320,LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE,MLS,ambiguous (phage/chromosome)
SRR6744320_4,SRR6744320,OXA-198,beta-lactam,unclassified
SRR6744320_5,SRR6744320,AADA16,aminoglycoside,unclassified
SRR6744320_6,SRR6744320,MEL,multidrug,chromosome
SRR6744320_7,SRR6744320,MEFA,MLS,chromosome
SRR6744320_8,SRR6744320,TET(D),tetracycline,phage
SRR6744320_9,SRR6744320,CFXA3,beta-lactam,unclassified
SRR6744320_10,SRR6744320,TET(W/N/W),tetracycline,plasmid
SRR6744320_11,SRR6744320,TETM,tetracycline,plasmid
SRR6744320_12,SRR6744320,OPMB,multidrug,unclassified
SRR6744320_13,SRR6744320,OXA-119,beta-lactam,unclassified
SRR6744320_14,SRR6744320,OPRA,multidrug,chromosome
SRR6744320_15,SRR6744320,STREPTOMYCES RISHIRIENSIS PARY MUTANT CONFERRING RESISTANCE TO AMINOCOUMARIN,aminocoumarin,unclassified
SRR6744320_16,SRR6744320,TETQ,tetracycline,chromosome
SRR6744320_17,SRR6744320,MSRE,multidrug,plasmid
SRR6744320_18,SRR6744320,VANU,glycopeptide,phage
SRR6744320_19,SRR6744320,AACA43,aminoglycoside,phage
SRR6744320_20,SRR6744320,APH(7'')-IA,aminoglycoside,phage
SRR6744321_1,SRR6744321,CMEC,multidrug,ambiguous (phage/chromosome)
SRR6744321_2,SRR6744321,TET(C),tetracycline,unclassified
SRR6744323_1,SRR6744323,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,chromosome
SRR6744323_2,SRR6744323,RPOB2,multidrug,chromosome
SRR6744323_3,SRR6744323,TETM,tetracycline,ambiguous (plasmid/phage)
SRR6744324_1,SRR6744324,APH(6)-I,aminoglycoside,unclassified
SRR6744324_2,SRR6744324,RPOB2,multidrug,ambiguous (phage/chromosome)
SRR6744324_3,SRR6744324,OXA-192,beta-lactam,plasmid
SRR6744324_4,SRR6744324,BRUCELLA SUIS MPRF,peptide,plasmid
SRR6744324_5,SRR6744324,MSRE,multidrug,chromosome
SRR6744325_1,SRR6744325,FUSD,fusidic-acid,phage
SRR6744325_2,SRR6744325,VANWG,glycopeptide,chromosome
SRR6744325_3,SRR6744325,BAES,aminoglycoside:aminocoumarin,plasmid
SRR6744325_4,SRR6744325,ANT(3'')-IIB,aminoglycoside,unclassified
SRR6744325_5,SRR6744325,OXY-2-9,beta-lactam,chromosome
SRR6744325_6,SRR6744325,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,plasmid
SRR6744325_7,SRR6744325,MEFA,MLS,unclassified
SRR6744325_8,SRR6744325,ROSB,peptide,chromosome
SRR6744325_9,SRR6744325,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,chromosome
SRR6744325_10,SRR6744325,CHRB,MLS,unclassified
SRR6744325_11,SRR6744325,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,unclassified
SRR6744325_12,SRR6744325,FOSK,fosfomycin,unclassified
SRR6744325_13,SRR6744325,TEM-178,beta-lactam,chromosome
SRR6744325_14,SRR6744325,BJP-1,beta-lactam,unclassified
SRR6744325_15,SRR6744325,MEXE,multidrug,unclassified
SRR6744327_1,SRR6744327,LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE,MLS,ambiguous (phage/chromosome)
SRR6744327_2,SRR6744327,TETO,tetracycline,ambiguous (phage/chromosome)
SRR6744327_3,SRR6744327,SHV-45,beta-lactam,chromosome
SRR6744327_4,SRR6744327,TET(C),tetracycline,phage
SRR6744327_5,SRR6744327,ERMB,MLS,unclassified
SRR6744327_6,SRR6744327,MSRE,multidrug,chromosome
SRR6744327_7,SRR6744327,TETW,tetracycline,chromosome
SRR6744327_8,SRR6744327,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,unclassified
SRR6744327_9,SRR6744327,TETM,tetracycline,ambiguous (plasmid/phage)
SRR6744327_10,SRR6744327,SDIA,multidrug,unclassified
SRR6744327_11,SRR6744327,CMLA1,phenicol,unclassified
SRR6744327_12,SRR6744327,OPRA,multidrug,chromosome
SRR6744327_13,SRR6744327,VANU,glycopeptide,unclassified
SRR6744327_14,SRR6744327,RPOB2,multidrug,chromosome
SRR6744327_15,SRR6744327,MEFA,MLS,unclassified
SRR6744327_16,SRR6744327,OTRC,tetracycline,chromosome
SRR6744328_1,SRR6744328,ACRE,multidrug,plasmid
SRR6744328_2,SRR6744328,ACRS,multidrug,plasmid
SRR6744328_3,SRR6744328,MDTN,multidrug,plasmid
SRR6744328_4,SRR6744328,MDTO,multidrug,plasmid
SRR6744328_5,SRR6744328,EMRY,tetracycline,unclassified
SRR6744328_6,SRR6744328,ESCHERICHIA COLI EMRE,MLS,plasmid
SRR6744328_7,SRR6744328,ACRF,multidrug,chromosome
SRR6744328_8,SRR6744328,ACRD,aminoglycoside,unclassified
SRR6744328_9,SRR6744328,CHRB,MLS,chromosome
